name;percent_change;values
e-Money;1h;-0.45736121
e-Money;24h;1.17319757
e-Money;7d;10.12522817
e-Money;30d;-2.14190675
e-Money;60d;-37.79856063
e-Money;90d;-32.76579115
Oggy Inu (BSC);1h;1.32841765
Oggy Inu (BSC);24h;0.35463105
Oggy Inu (BSC);7d;-2.61260584
Oggy Inu (BSC);30d;-15.50524483
Oggy Inu (BSC);60d;-39.3874211
Oggy Inu (BSC);90d;-41.27209223
Trollcoin;1h;0.0
Trollcoin;24h;0.9363282
Trollcoin;7d;9.89221128
Trollcoin;30d;-45.54977528
Trollcoin;60d;-58.19953831
Trollcoin;90d;-60.99534761
Unio Coin;1h;0.00527961
Unio Coin;24h;-0.10388377
Unio Coin;7d;-21.65039825
Unio Coin;30d;-16.45113052
Unio Coin;60d;-65.55137839
Unio Coin;90d;-77.09852506
Palette;1h;0.09830962
Palette;24h;-12.11308635
Palette;7d;-14.30712661
Palette;30d;-31.88395535
Palette;60d;-49.82292885
Palette;90d;-50.85755229
Hyperblox;1h;-0.02996997
Hyperblox;24h;5.33566129
Hyperblox;7d;23.59738719
Hyperblox;30d;7.45792479
Hyperblox;60d;-10.38720242
Hyperblox;90d;-32.28681795
BonusCloud;1h;0.0
BonusCloud;24h;0.0
BonusCloud;7d;3.91337885
BonusCloud;30d;6.14196417
BonusCloud;60d;-5.51635531
BonusCloud;90d;-28.21281735
Hourglass;1h;0.0
Hourglass;24h;0.60513195
Hourglass;7d;0.64290703
Hourglass;30d;-21.84628919
Hourglass;60d;-55.98202275
Hourglass;90d;-80.92622892
PERL.eco;1h;2.236e-05
PERL.eco;24h;4.71679337
PERL.eco;7d;-0.71419272
PERL.eco;30d;-18.78956116
PERL.eco;60d;-13.66906179
PERL.eco;90d;-25.30160676
littlemanyu;1h;-9.47597988
littlemanyu;24h;-0.08627551
littlemanyu;7d;-5.87148365
littlemanyu;30d;-44.36863535
littlemanyu;60d;-74.63402378
littlemanyu;90d;-78.37606771
LINKA;1h;-0.89434896
LINKA;24h;1.84523492
LINKA;7d;2.58976081
LINKA;30d;-10.98979585
LINKA;60d;-20.61900139
LINKA;90d;-12.01221387
Epiko;1h;0.0
Epiko;24h;0.0
Epiko;7d;-14.01869101
Epiko;30d;-43.50101167
Epiko;60d;-57.94543895
Epiko;90d;-56.45374765
HyperChainX;1h;-0.39807659
HyperChainX;24h;0.94800898
HyperChainX;7d;9.22423173
HyperChainX;30d;-9.19462353
HyperChainX;60d;-15.38093174
HyperChainX;90d;-20.26703334
Misbloc;1h;0.0
Misbloc;24h;0.0
Misbloc;7d;177.73555356
Misbloc;30d;250.27811915
Misbloc;60d;178.77890765
Misbloc;90d;63.90192548
PearDAO;1h;0.0
PearDAO;24h;-1.6607146
PearDAO;7d;12.56484927
PearDAO;30d;-5.85448163
PearDAO;60d;-13.74652858
PearDAO;90d;-8.40874484
POLKER;1h;0.0
POLKER;24h;-0.85307024
POLKER;7d;6.62872969
POLKER;30d;-45.8379881
POLKER;60d;-62.11323771
POLKER;90d;-53.36151497
Hush;1h;0.0
Hush;24h;0.0
Hush;7d;0.0
Hush;30d;0.0
Hush;60d;-0.8018292
Hush;90d;3.16586857
AgeOfGods;1h;-0.39170532
AgeOfGods;24h;3.48205114
AgeOfGods;7d;0.59533494
AgeOfGods;30d;-16.21742346
AgeOfGods;60d;-52.05884015
AgeOfGods;90d;-58.85533238
Peepo (SOL);1h;-1.2679899
Peepo (SOL);24h;2.59418618
Peepo (SOL);7d;-0.07658383
Peepo (SOL);30d;-3.55985277
Peepo (SOL);60d;-26.22305449
Peepo (SOL);90d;-30.16154673
Donut;1h;0.0
Donut;24h;7.09005132
Donut;7d;8.20229992
Donut;30d;-21.77464256
Donut;60d;-51.93973864
Donut;90d;-56.96142469
Genaro Network;1h;-0.02996997
Genaro Network;24h;-8.0879604
Genaro Network;7d;12.43383712
Genaro Network;30d;-8.46212049
Genaro Network;60d;-20.52901161
Genaro Network;90d;-45.80268664
Metaverser;1h;-0.0009151
Metaverser;24h;7.7407595
Metaverser;7d;8.46504568
Metaverser;30d;-4.3973623
Metaverser;60d;-15.78666425
Metaverser;90d;-17.76924814
ETHPad;1h;0.0
ETHPad;24h;2.14830969
ETHPad;7d;0.04027976
ETHPad;30d;-0.1609826
ETHPad;60d;-38.74260947
ETHPad;90d;-45.54201306
Baby Sen by Sentio;1h;-0.99565817
Baby Sen by Sentio;24h;-5.72534136
Baby Sen by Sentio;7d;47.17728309
Baby Sen by Sentio;30d;-48.81400118
Baby Sen by Sentio;60d;-82.47451967
Baby Sen by Sentio;90d;-93.48227602
DOGMI;1h;-1.41288503
DOGMI;24h;-4.20197136
DOGMI;7d;-2.89371566
DOGMI;30d;-60.57868476
DOGMI;60d;-83.32968173
DOGMI;90d;-85.5614598
Trump Derangement Syndrome (tearsforTDS);1h;-1.5578764
Trump Derangement Syndrome (tearsforTDS);24h;-0.75610594
Trump Derangement Syndrome (tearsforTDS);7d;75.33708554
Trump Derangement Syndrome (tearsforTDS);30d;-23.67799763
Trump Derangement Syndrome (tearsforTDS);60d;-93.97620343
Trump Derangement Syndrome (tearsforTDS);90d;-50.77182022
GameCredits;1h;0.0
GameCredits;24h;2.23592638
GameCredits;7d;3.73543805
GameCredits;30d;-3.48296665
GameCredits;60d;-62.20203675
GameCredits;90d;-79.83953652
VITE;1h;-32.30582381
VITE;24h;-37.79194093
VITE;7d;-35.10949367
VITE;30d;-96.31079006
VITE;60d;-98.26155923
VITE;90d;-98.4213255
InsurAce;1h;-0.01099879
InsurAce;24h;-0.05280748
InsurAce;7d;-9.8225151
InsurAce;30d;-34.28319088
InsurAce;60d;-64.07767749
InsurAce;90d;-65.46276098
Spellfire;1h;0.10982753
Spellfire;24h;0.00675214
Spellfire;7d;15.52999789
Spellfire;30d;38.04968384
Spellfire;60d;-7.9872297
Spellfire;90d;12.77943311
Social DAO;1h;0.02987731
Social DAO;24h;7.19249287
Social DAO;7d;-5.10939556
Social DAO;30d;-25.9919507
Social DAO;60d;-75.45321348
Social DAO;90d;-81.45428761
Lunar;1h;0.0
Lunar;24h;0.6339165
Lunar;7d;7.53764837
Lunar;30d;-11.84210668
Lunar;60d;-11.11721971
Lunar;90d;-6.66234593
BlockProtocol;1h;-0.0190239
BlockProtocol;24h;1.70460199
BlockProtocol;7d;-23.44617866
BlockProtocol;30d;-70.86146901
BlockProtocol;60d;-85.74830825
BlockProtocol;90d;-87.10503095
DOSE;1h;0.00790061
DOSE;24h;-0.8038497
DOSE;7d;-2.14356653
DOSE;30d;-50.61164836
DOSE;60d;-56.96917062
DOSE;90d;-51.629307
Hord;1h;0.0
Hord;24h;0.0
Hord;7d;-7.47737682
Hord;30d;-30.71868207
Hord;60d;-39.7132184
Hord;90d;-46.96637501
StoryFire;1h;8.29502329
StoryFire;24h;-14.86604393
StoryFire;7d;-10.07030814
StoryFire;30d;-6.691156
StoryFire;60d;-43.24833282
StoryFire;90d;-66.58082457
Convergence;1h;0.94989698
Convergence;24h;-0.69828425
Convergence;7d;17.38391988
Convergence;30d;-12.90681175
Convergence;60d;-19.90315304
Convergence;90d;-32.18909625
Duckies, the canary network for Yellow;1h;0.0
Duckies, the canary network for Yellow;24h;0.37975779
Duckies, the canary network for Yellow;7d;-44.33848519
Duckies, the canary network for Yellow;30d;-46.5813085
Duckies, the canary network for Yellow;60d;-42.76584959
Duckies, the canary network for Yellow;90d;6.53207207
REKT (rekt.game);1h;0.0
REKT (rekt.game);24h;1.06467725
REKT (rekt.game);7d;3.05445133
REKT (rekt.game);30d;-54.69277937
REKT (rekt.game);60d;-41.99147851
REKT (rekt.game);90d;-81.88677351
GamesPad;1h;-11.50280529
GamesPad;24h;155.62302727
GamesPad;7d;15.21743024
GamesPad;30d;-18.92095712
GamesPad;60d;-20.00762486
GamesPad;90d;-26.19640812
XcelPay;1h;-0.02106781
XcelPay;24h;-0.70294857
XcelPay;7d;-0.54246097
XcelPay;30d;0.07904767
XcelPay;60d;5.19254149
XcelPay;90d;6.23347727
Rhythm;1h;0.0
Rhythm;24h;0.0
Rhythm;7d;8.76011304
Rhythm;30d;-9.9965749
Rhythm;60d;-29.90748401
Rhythm;90d;-41.00523447
Caitlyn Jenner (ETH);1h;-4.77843099
Caitlyn Jenner (ETH);24h;22.34218377
Caitlyn Jenner (ETH);7d;15.99660265
Caitlyn Jenner (ETH);30d;-17.79620918
Caitlyn Jenner (ETH);60d;-68.14447871
Caitlyn Jenner (ETH);90d;-33.74018249
XY Finance;1h;-0.0239377
XY Finance;24h;-10.81980806
XY Finance;7d;0.6992749
XY Finance;30d;-33.44998828
XY Finance;60d;-54.47227873
XY Finance;90d;-63.8716454
Dragon Kart;1h;0.0
Dragon Kart;24h;0.0
Dragon Kart;7d;0.0
Dragon Kart;30d;0.0
Dragon Kart;60d;0.0
Dragon Kart;90d;0.08650746
X-CASH;1h;-1.75481068
X-CASH;24h;-0.55629525
X-CASH;7d;-5.52862784
X-CASH;30d;20.48561627
X-CASH;60d;147.59065443
X-CASH;90d;120.15456719
Qrkita Token;1h;-0.03792626
Qrkita Token;24h;-0.01388031
Qrkita Token;7d;-0.00759986
Qrkita Token;30d;0.03854913
Qrkita Token;60d;-2.43770249
Qrkita Token;90d;-52.24851509
PowerTrade Fuel;1h;0.08768405
PowerTrade Fuel;24h;0.59651823
PowerTrade Fuel;7d;-7.45238134
PowerTrade Fuel;30d;-20.06286053
PowerTrade Fuel;60d;-5.43534021
PowerTrade Fuel;90d;-19.10549133
Dechat;1h;-0.29741451
Dechat;24h;-4.98739256
Dechat;7d;1.2292163
Dechat;30d;-22.78974541
Dechat;60d;-46.38069763
Dechat;90d;-62.95052987
Exverse;1h;-0.00426172
Exverse;24h;-9.49880818
Exverse;7d;2.77819273
Exverse;30d;-42.45052893
Exverse;60d;-66.29761803
Exverse;90d;-69.59128152
Rug World Assets;1h;-6.33754019
Rug World Assets;24h;36.93101381
Rug World Assets;7d;43.88893958
Rug World Assets;30d;-34.82686802
Rug World Assets;60d;-48.44757611
Rug World Assets;90d;-77.45668756
Moutai;1h;-1.80608994
Moutai;24h;1.53825631
Moutai;7d;5.93118871
Moutai;30d;-41.82128145
Moutai;60d;-85.73011894
Moutai;90d;-83.93787848
Lambda;1h;1.96530285
Lambda;24h;-9.11344562
Lambda;7d;-58.25438659
Lambda;30d;-91.68910952
Lambda;60d;-93.84205588
Lambda;90d;-95.31306685
Sapo Concho;1h;-0.00169805
Sapo Concho;24h;0.0252821
Sapo Concho;7d;-0.73839956
Sapo Concho;30d;38.84525536
Sapo Concho;60d;-64.9317438
Sapo Concho;90d;-64.9317438
Maro;1h;9.55844938
Maro;24h;5.1485498
Maro;7d;-40.76669979
Maro;30d;-30.32155948
Maro;60d;-52.37688849
Maro;90d;-50.76069616
CRYPTO20;1h;0.0
CRYPTO20;24h;0.0
CRYPTO20;7d;0.0
CRYPTO20;30d;0.0
CRYPTO20;60d;0.0
CRYPTO20;90d;-6.1268917
CatSolHat;1h;-1.82253766
CatSolHat;24h;1.86416164
CatSolHat;7d;-0.97620723
CatSolHat;30d;-2.49475852
CatSolHat;60d;-71.29964836
CatSolHat;90d;-73.80793201
Olyverse;1h;-0.21715657
Olyverse;24h;0.38366932
Olyverse;7d;21.02741356
Olyverse;30d;-61.81966853
Olyverse;60d;-74.10748219
Olyverse;90d;-64.86781907
Fruits;1h;0.13977532
Fruits;24h;0.08382655
Fruits;7d;-7.24997253
Fruits;30d;-14.09685576
Fruits;60d;-52.8951501
Fruits;90d;-53.38020286
Shib Original Vision;1h;0.0
Shib Original Vision;24h;0.0
Shib Original Vision;7d;3.11354764
Shib Original Vision;30d;-29.47910248
Shib Original Vision;60d;-42.66276212
Shib Original Vision;90d;-62.78333273
ROD.AI;1h;-0.21948245
ROD.AI;24h;0.8915159
ROD.AI;7d;-9.9626492
ROD.AI;30d;-9.23123302
ROD.AI;60d;-71.80868087
ROD.AI;90d;-57.3671883
Matt Furie;1h;0.0
Matt Furie;24h;1.99633985
Matt Furie;7d;1.91630768
Matt Furie;30d;-50.23065127
Matt Furie;60d;-61.0184418
Matt Furie;90d;-83.79648351
SpiritSwap;1h;0.05504914
SpiritSwap;24h;7.03786329
SpiritSwap;7d;22.68554317
SpiritSwap;30d;-7.41411835
SpiritSwap;60d;-13.61850875
SpiritSwap;90d;-72.49744012
HEROES AI;1h;-0.59500528
HEROES AI;24h;-0.63332367
HEROES AI;7d;-4.29025799
HEROES AI;30d;-64.12846012
HEROES AI;60d;-88.07577756
HEROES AI;90d;-88.07577756
IguVerse;1h;0.62208518
IguVerse;24h;-4.51323535
IguVerse;7d;15.27500314
IguVerse;30d;-24.60703999
IguVerse;60d;-49.53185714
IguVerse;90d;-49.11258509
Aimedis (new);1h;0.0
Aimedis (new);24h;12.47808616
Aimedis (new);7d;10.81690155
Aimedis (new);30d;-39.97123671
Aimedis (new);60d;-80.7666928
Aimedis (new);90d;-76.79499713
End Federal Reserve;1h;0.0
End Federal Reserve;24h;-11.50634119
End Federal Reserve;7d;-18.37527202
End Federal Reserve;30d;-8.01495658
End Federal Reserve;60d;-84.47489814
End Federal Reserve;90d;-64.44788852
Magaverse;1h;-2.10051959
Magaverse;24h;3.19992026
Magaverse;7d;-6.91760614
Magaverse;30d;-49.05085611
Magaverse;60d;-98.3254535
Magaverse;90d;-98.59572737
DOGWIFHOOD;1h;0.0
DOGWIFHOOD;24h;4.98075648
DOGWIFHOOD;7d;35.72250131
DOGWIFHOOD;30d;5.52048529
DOGWIFHOOD;60d;-29.72234158
DOGWIFHOOD;90d;-41.46736648
Empty Set Dollar;1h;-1.39391575
Empty Set Dollar;24h;0.51711299
Empty Set Dollar;7d;5.02123007
Empty Set Dollar;30d;-20.63553586
Empty Set Dollar;60d;-44.70132002
Empty Set Dollar;90d;-44.93953752
Noti;1h;0.0
Noti;24h;4.65379197
Noti;7d;21.1299446
Noti;30d;10.37599326
Noti;60d;-73.1997872
Noti;90d;-76.62257165
Department Of Government Efficiency (DOGE);1h;-1.29503119
Department Of Government Efficiency (DOGE);24h;-1.35436062
Department Of Government Efficiency (DOGE);7d;-17.87537784
Department Of Government Efficiency (DOGE);30d;-50.83865895
Department Of Government Efficiency (DOGE);60d;-70.63140496
Department Of Government Efficiency (DOGE);90d;-63.7664677
Protocol Monsters;1h;-0.02905772
Protocol Monsters;24h;-1.70175758
Protocol Monsters;7d;4.15358003
Protocol Monsters;30d;-31.65116995
Protocol Monsters;60d;-54.20040005
Protocol Monsters;90d;-57.49297926
All In;1h;-0.12803839
All In;24h;1.62613201
All In;7d;0.58338767
All In;30d;-17.36338888
All In;60d;-50.4160163
All In;90d;-60.77939831
Brokoli Network;1h;0.12007049
Brokoli Network;24h;-5.00948646
Brokoli Network;7d;-5.33638545
Brokoli Network;30d;-12.60208698
Brokoli Network;60d;-15.91357296
Brokoli Network;90d;-32.79495329
SHILL Token;1h;0.11433664
SHILL Token;24h;1.53168464
SHILL Token;7d;12.59862398
SHILL Token;30d;-32.37304692
SHILL Token;60d;-33.12670479
SHILL Token;90d;-43.22235318
Carbon;1h;0.0
Carbon;24h;0.02952275
Carbon;7d;-44.24740601
Carbon;30d;8.94044753
Carbon;60d;25.89834595
Carbon;90d;25.96221297
pNetwork;1h;0.0
pNetwork;24h;-2.36554974
pNetwork;7d;18.84095365
pNetwork;30d;-39.94346729
pNetwork;60d;-43.84793245
pNetwork;90d;-57.89496991
Internxt;1h;0.0
Internxt;24h;0.0
Internxt;7d;1.36041156
Internxt;30d;-53.63816438
Internxt;60d;-53.63816438
Internxt;90d;-51.56047386
Defina Finance;1h;-0.0037444
Defina Finance;24h;0.77692708
Defina Finance;7d;-11.57142574
Defina Finance;30d;-17.52975314
Defina Finance;60d;-8.84297933
Defina Finance;90d;-46.46889549
Thorstarter;1h;0.0
Thorstarter;24h;5.11270397
Thorstarter;7d;7.63399447
Thorstarter;30d;-2.42805521
Thorstarter;60d;-62.58854041
Thorstarter;90d;-73.80781078
WaifuAI;1h;0.0
WaifuAI;24h;0.0
WaifuAI;7d;-0.02170814
WaifuAI;30d;-27.23673733
WaifuAI;60d;-45.0069105
WaifuAI;90d;-49.68371233
CyberFi Token;1h;-0.02466496
CyberFi Token;24h;-24.60052681
CyberFi Token;7d;103.8998355
CyberFi Token;30d;-44.44763191
CyberFi Token;60d;-35.07615907
CyberFi Token;90d;-61.54742457
PolkaBridge;1h;0.00443508
PolkaBridge;24h;-0.23435975
PolkaBridge;7d;132.42506729
PolkaBridge;30d;-45.05413701
PolkaBridge;60d;-80.68875945
PolkaBridge;90d;-93.7311984
RoboKiden;1h;0.0
RoboKiden;24h;0.0
RoboKiden;7d;-55.01590394
RoboKiden;30d;-47.7647451
RoboKiden;60d;-80.69161121
RoboKiden;90d;-98.42722225
Cros;1h;-2.89471148
Cros;24h;-14.05284713
Cros;7d;-7.91184988
Cros;30d;-62.22508338
Cros;60d;-76.57514001
Cros;90d;-93.69260003
NeurochainAI;1h;-0.30748045
NeurochainAI;24h;-0.81460879
NeurochainAI;7d;-1.81363387
NeurochainAI;30d;-47.25837951
NeurochainAI;60d;-82.14285118
NeurochainAI;90d;-87.89037497
Kattana;1h;-0.25033082
Kattana;24h;0.05624633
Kattana;7d;-4.23053423
Kattana;30d;-7.98588265
Kattana;60d;-30.35382732
Kattana;90d;-32.83705789
Veritise;1h;-0.0343044
Veritise;24h;-0.01381166
Veritise;7d;-12.94075376
Veritise;30d;3365.24178409
Veritise;60d;-76.91360995
Veritise;90d;-92.82002846
TemDAO;1h;0.0
TemDAO;24h;0.0
TemDAO;7d;0.0
TemDAO;30d;0.0
TemDAO;60d;0.0
TemDAO;90d;0.08650746
Cyclone Protocol;1h;0.0
Cyclone Protocol;24h;0.28792855
Cyclone Protocol;7d;6.132145
Cyclone Protocol;30d;-13.2883339
Cyclone Protocol;60d;-55.22987766
Cyclone Protocol;90d;-52.46119359
NDC;1h;0.0
NDC;24h;0.0
NDC;7d;40.25850801
NDC;30d;-43.90275355
NDC;60d;-51.46932473
NDC;90d;-78.52011979
LABS Group;1h;-0.00157424
LABS Group;24h;-2.43012352
LABS Group;7d;-1.89937966
LABS Group;30d;-1.24146765
LABS Group;60d;-20.62575315
LABS Group;90d;-24.32307325
GuildFi;1h;-0.00445563
GuildFi;24h;9.91031144
GuildFi;7d;43.45447105
GuildFi;30d;887.62962237
GuildFi;60d;1150.33230292
GuildFi;90d;157.01789231
Strong;1h;1.61077179
Strong;24h;6.68534646
Strong;7d;8.99624266
Strong;30d;-33.45374739
Strong;60d;-44.42905146
Strong;90d;-59.14985116
Tree Stuck in Cat;1h;-0.26948832
Tree Stuck in Cat;24h;3.59022408
Tree Stuck in Cat;7d;-5.22189247
Tree Stuck in Cat;30d;-27.37035342
Tree Stuck in Cat;60d;-76.28724927
Tree Stuck in Cat;90d;-75.0261903
Avocado DAO Token;1h;-0.09820436
Avocado DAO Token;24h;-0.00769473
Avocado DAO Token;7d;-1.70295481
Avocado DAO Token;30d;-29.28300373
Avocado DAO Token;60d;-46.05572002
Avocado DAO Token;90d;-50.87093447
suterusu;1h;0.85471209
suterusu;24h;2.53498241
suterusu;7d;10.25533163
suterusu;30d;-12.49818073
suterusu;60d;-22.25815565
suterusu;90d;-43.64256339
Cat Token;1h;0.0
Cat Token;24h;0.0
Cat Token;7d;2.25798454
Cat Token;30d;-26.89211104
Cat Token;60d;-45.02883302
Cat Token;90d;-64.43583656
PUMLx;1h;-0.03242901
PUMLx;24h;0.4780633
PUMLx;7d;-3.5453929
PUMLx;30d;-18.03215939
PUMLx;60d;-52.77338649
PUMLx;90d;-62.1001422
IDRX;1h;0.0
IDRX;24h;0.50411202
IDRX;7d;1.26228463
IDRX;30d;-0.90773024
IDRX;60d;-0.70806875
IDRX;90d;-0.87316291
Esporte Clube Bahia Fan Token;1h;-0.12328067
Esporte Clube Bahia Fan Token;24h;2.58761682
Esporte Clube Bahia Fan Token;7d;1.99074849
Esporte Clube Bahia Fan Token;30d;-31.78923871
Esporte Clube Bahia Fan Token;60d;-38.44036587
Esporte Clube Bahia Fan Token;90d;-38.44036587
Gold;1h;0.15748317
Gold;24h;5.87911098
Gold;7d;4.06685721
Gold;30d;-25.13408966
Gold;60d;-38.48204798
Gold;90d;-45.8468134
Zapicorn;1h;0.0
Zapicorn;24h;8.97799205
Zapicorn;7d;19.57430278
Zapicorn;30d;-21.48710683
Zapicorn;60d;-51.49190925
Zapicorn;90d;-72.64681525
Swingby;1h;0.0
Swingby;24h;0.0
Swingby;7d;6.45952831
Swingby;30d;-48.01745577
Swingby;60d;-39.38898369
Swingby;90d;9.83211296
Living the Dream;1h;-0.53217211
Living the Dream;24h;0.29440003
Living the Dream;7d;-10.65945367
Living the Dream;30d;-54.67420251
Living the Dream;60d;-72.09662722
Living the Dream;90d;-82.28390468
BidiPass;1h;0.0
BidiPass;24h;0.0
BidiPass;7d;0.0
BidiPass;30d;0.0
BidiPass;60d;0.0
BidiPass;90d;7.65405934
C.A.T (Crypto Agent Trading);1h;-1.24153582
C.A.T (Crypto Agent Trading);24h;8.0701334
C.A.T (Crypto Agent Trading);7d;-32.1105127
C.A.T (Crypto Agent Trading);30d;-68.58013804
C.A.T (Crypto Agent Trading);60d;-93.9885649
C.A.T (Crypto Agent Trading);90d;-97.9357706
Signata;1h;-1.39391575
Signata;24h;0.51711299
Signata;7d;5.02123007
Signata;30d;-23.89511587
Signata;60d;-51.26619809
Signata;90d;-51.47613519
Blocto Token;1h;-1.62574237
Blocto Token;24h;-5.11211905
Blocto Token;7d;-55.32372221
Blocto Token;30d;-50.46526074
Blocto Token;60d;-78.27002138
Blocto Token;90d;-85.32076233
Cate;1h;-8.69896634
Cate;24h;-38.88839387
Cate;7d;27.46330891
Cate;30d;-57.97088818
Cate;60d;-69.96478009
Cate;90d;-82.17194064
StrongHands;1h;-0.0303574
StrongHands;24h;-0.02695718
StrongHands;7d;-0.00737772
StrongHands;30d;-14.80482765
StrongHands;60d;-39.0829612
StrongHands;90d;-54.26869054
Karat;1h;0.18101512
Karat;24h;4.36785507
Karat;7d;6.57228664
Karat;30d;-13.37308282
Karat;60d;-48.60489255
Karat;90d;-56.80133668
Ninneko;1h;0.0
Ninneko;24h;-1.23444334
Ninneko;7d;4.76629432
Ninneko;30d;9.83670418
Ninneko;60d;-1.72677915
Ninneko;90d;-4.82930917
Fringe Finance;1h;5.72732353
Fringe Finance;24h;5.76284875
Fringe Finance;7d;0.64257881
Fringe Finance;30d;-35.5012124
Fringe Finance;60d;-53.61960902
Fringe Finance;90d;-70.55381701
Mithril;1h;-13.03784825
Mithril;24h;-5.22746213
Mithril;7d;-4.66033318
Mithril;30d;1.83293924
Mithril;60d;-23.96284608
Mithril;90d;-27.53206259
Icon.X World;1h;-0.00121842
Icon.X World;24h;0.01137988
Icon.X World;7d;-1.44044288
Icon.X World;30d;-5.84834052
Icon.X World;60d;-57.67642045
Icon.X World;90d;-74.60374922
SYNC Network;1h;-1.81017596
SYNC Network;24h;13.57688183
SYNC Network;7d;3.83585534
SYNC Network;30d;-28.53179144
SYNC Network;60d;-44.10367638
SYNC Network;90d;-52.92453533
Step®;1h;0.0
Step®;24h;0.0
Step®;7d;8.24915787
Step®;30d;-10.08281608
Step®;60d;-16.19839812
Step®;90d;-11.98243523
Sao Paulo FC Fan Token;1h;-0.13712173
Sao Paulo FC Fan Token;24h;0.31154507
Sao Paulo FC Fan Token;7d;8.67361009
Sao Paulo FC Fan Token;30d;-13.20903404
Sao Paulo FC Fan Token;60d;-39.95022827
Sao Paulo FC Fan Token;90d;-42.9646992
BNbitcoin;1h;-1.94697585
BNbitcoin;24h;-1.44523552
BNbitcoin;7d;25.87382705
BNbitcoin;30d;11.89131459
BNbitcoin;60d;3.12203209
BNbitcoin;90d;97.50539838
TE-FOOD;1h;0.0
TE-FOOD;24h;8.45655474
TE-FOOD;7d;-7.58938327
TE-FOOD;30d;-45.65229053
TE-FOOD;60d;-0.56677564
TE-FOOD;90d;-20.75930112
Metagalaxy Land;1h;0.0
Metagalaxy Land;24h;0.0
Metagalaxy Land;7d;28.51784852
Metagalaxy Land;30d;72.04185347
Metagalaxy Land;60d;15.11842651
Metagalaxy Land;90d;-4.1571771
X;1h;-3.000124635
X;24h;24.210188539999997
X;7d;97.852619835
X;30d;33.569875925
X;60d;-27.104489255
X;90d;-38.092510625
Loser Coin;1h;-0.02996997
Loser Coin;24h;5.51520203
Loser Coin;7d;6.78522244
Loser Coin;30d;-6.78472986
Loser Coin;60d;-28.76299073
Loser Coin;90d;-58.1270235
Heroes Chained;1h;-0.00595896
Heroes Chained;24h;5.08176489
Heroes Chained;7d;-13.51331382
Heroes Chained;30d;-37.53575658
Heroes Chained;60d;-63.15998315
Heroes Chained;90d;-63.80300375
Wonderman Nation;1h;0.16079004
Wonderman Nation;24h;1.3463478
Wonderman Nation;7d;5.7984805
Wonderman Nation;30d;-22.85489716
Wonderman Nation;60d;-30.30644738
Wonderman Nation;90d;-41.53907433
Atsuko Sato;1h;-1.3031946
Atsuko Sato;24h;1.29694854
Atsuko Sato;7d;-8.85007619
Atsuko Sato;30d;-45.44532831
Atsuko Sato;60d;-71.51404143
Atsuko Sato;90d;-79.25094211
Legends of Elysium;1h;0.18153261
Legends of Elysium;24h;-1.21594831
Legends of Elysium;7d;5.77655457
Legends of Elysium;30d;-12.20381849
Legends of Elysium;60d;-31.54230186
Legends of Elysium;90d;-47.68506643
Shackleford;1h;0.0
Shackleford;24h;0.0
Shackleford;7d;14.46615634
Shackleford;30d;-7.09302935
Shackleford;60d;-30.56450614
Shackleford;90d;-63.92169001
Elmo;1h;0.0
Elmo;24h;0.00527983
Elmo;7d;8.13223431
Elmo;30d;-53.45336793
Elmo;60d;-65.85554198
Elmo;90d;-73.65580536
Mr Mayonnaise the Cat;1h;0.0
Mr Mayonnaise the Cat;24h;8.19447517
Mr Mayonnaise the Cat;7d;15.62876921
Mr Mayonnaise the Cat;30d;4.71876809
Mr Mayonnaise the Cat;60d;-42.81924672
Mr Mayonnaise the Cat;90d;-22.32715055
Plastiks;1h;-2.05109381
Plastiks;24h;2.96040062
Plastiks;7d;35.28583119
Plastiks;30d;-5.45491282
Plastiks;60d;-52.34288054
Plastiks;90d;-68.73422925
Sonic The Goat;1h;-0.15283397
Sonic The Goat;24h;4.24059219
Sonic The Goat;7d;7.75071586
Sonic The Goat;30d;-26.17057165
Sonic The Goat;60d;-75.5013045
Sonic The Goat;90d;-68.86819562
Wolf Safe Poor People;1h;1.61023954
Wolf Safe Poor People;24h;3.48220348
Wolf Safe Poor People;7d;12.84075977
Wolf Safe Poor People;30d;-9.51654679
Wolf Safe Poor People;60d;-18.87836063
Wolf Safe Poor People;90d;-24.53107459
Virtue Poker;1h;0.02600294
Virtue Poker;24h;0.68573709
Virtue Poker;7d;16.98087782
Virtue Poker;30d;-0.39891553
Virtue Poker;60d;-49.23869436
Virtue Poker;90d;-79.48566089
VIX777;1h;0.0
VIX777;24h;8.09467655
VIX777;7d;-13.30565854
VIX777;30d;-45.71590569
VIX777;60d;-85.06782795
VIX777;90d;-26.05521693
Lemonrocks;1h;0.0
Lemonrocks;24h;1.4927585
Lemonrocks;7d;0.50621358
Lemonrocks;30d;-37.96382096
Lemonrocks;60d;-87.31182501
Lemonrocks;90d;-96.80434761
Darwinia Commitment Token;1h;-0.02996997
Darwinia Commitment Token;24h;8.35240302
Darwinia Commitment Token;7d;5.88536042
Darwinia Commitment Token;30d;-24.95646166
Darwinia Commitment Token;60d;-31.55755339
Darwinia Commitment Token;90d;-32.31885618
The Libertarian Dog;1h;-0.09825064
The Libertarian Dog;24h;1.28926762
The Libertarian Dog;7d;-4.6902503
The Libertarian Dog;30d;30.39584459
